@RELATION svmforemotions
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Happy,Boredom,Disgust,Fear,Neutral,Sad,Anger}

@DATA
0.110967,0.015800,2.615574,0.230205,0.206688,0.923182,0.046360,0.216031,-28.245415,1.670651,-0.183506,0.254870,0.055578,0.003953,-0.079001,0.023804,0.064207,0.071210,-0.170766,0.159413,-0.003568,0.017448,0.004333,0.037436,0.008838,0.009814,0.006795,0.068400,0.002727,0.006813,0.015238,0.034066,0.008627,0.032462,0.112403,0.017115,0.551285,0.114968,0.047535,0.592023,0.083687,0.210332,4.568943,0.965549,1.006921,0.427504,0.394143,0.345880,0.361435,0.261881,0.224460,0.334613,0.276284,0.262791,0.264539,0.027519,0.006953,0.032048,0.012357,0.011140,0.011026,0.075703,0.003663,0.012610,0.016187,0.036326,0.013121,0.021301,Happy
0.134895,0.010563,2.688223,0.228508,0.209042,0.985642,0.017084,0.228773,-27.674867,1.890190,-0.027260,0.189684,-0.073978,-0.036115,0.040545,-0.013271,0.002252,0.040058,-0.210962,-0.022080,-0.132659,0.019797,0.003669,0.028151,0.011015,0.016884,0.008917,0.039752,0.003403,0.006698,0.020366,0.036542,0.007319,0.024633,0.122754,0.014351,0.517651,0.112460,0.044230,0.695745,0.010153,0.216471,3.445729,1.178360,1.009393,0.525284,0.477048,0.401349,0.438351,0.342872,0.260122,0.277402,0.296858,0.258435,0.245921,0.030305,0.004160,0.034977,0.014773,0.019473,0.012566,0.039297,0.006328,0.008944,0.022043,0.036738,0.009087,0.012939,Happy
0.103463,0.008167,2.776443,0.211644,0.208096,0.877478,0.020173,0.194333,-28.420299,1.947563,0.601380,0.074280,-0.110609,0.065658,-0.025930,0.150781,-0.043660,0.156665,-0.076538,0.124220,-0.026013,0.011314,0.002473,0.027402,0.009409,0.019798,0.009941,0.047387,0.001892,0.010348,0.024958,0.046471,0.003681,0.028088,0.086518,0.011511,0.464900,0.090605,0.041287,0.612850,0.016709,0.167289,4.568897,0.982767,0.924635,0.530777,0.472331,0.391342,0.375557,0.322076,0.251678,0.239152,0.225630,0.225138,0.223428,0.013092,0.002859,0.033970,0.015028,0.025855,0.012637,0.049389,0.003038,0.015033,0.022269,0.049515,0.004013,0.014509,Happy
0.112438,0.006489,2.705552,0.233550,0.202262,1.172034,0.015769,0.268640,-28.524251,1.381272,0.125673,-0.276027,0.017816,-0.225985,0.280396,-0.152057,0.009575,0.059287,-0.062481,0.145705,-0.148196,0.016149,0.007236,0.017943,0.009303,0.013835,0.014973,0.044147,0.007033,0.015539,0.017469,0.019179,0.006710,0.021907,0.073714,0.009070,0.508121,0.081586,0.044856,0.630715,0.013162,0.172468,4.535504,1.287952,1.084524,0.597114,0.523071,0.417828,0.406109,0.337270,0.302059,0.292955,0.261901,0.211188,0.236556,0.023125,0.009731,0.022752,0.018605,0.016933,0.014982,0.066028,0.010985,0.024756,0.024486,0.020071,0.009746,0.017753,Happy
0.089669,0.007985,2.741247,0.200729,0.206640,0.745625,0.022025,0.158521,-29.856765,1.955895,0.002165,-0.181783,0.020002,-0.118536,0.256731,-0.014932,-0.068092,0.101533,-0.100529,0.130590,-0.019531,0.010104,0.003964,0.024101,0.010417,0.014104,0.020294,0.101859,0.004322,0.007237,0.011912,0.025131,0.005827,0.036623,0.083752,0.009014,0.477333,0.082291,0.037210,0.517869,0.015090,0.144758,2.500240,1.095397,0.877926,0.534728,0.447110,0.371443,0.427789,0.310216,0.209598,0.269805,0.214604,0.220842,0.222061,0.016602,0.005422,0.025482,0.014061,0.016612,0.023607,0.071438,0.008710,0.008639,0.014046,0.026180,0.009050,0.019550,Happy
0.142025,0.020890,2.607593,0.267880,0.208351,1.038634,0.025839,0.254379,-27.772736,0.793045,-0.568860,-0.286234,-0.445597,-0.226814,-0.069960,-0.133458,-0.026872,0.210214,-0.001780,0.010751,-0.153219,0.025235,0.006544,0.011286,0.006522,0.005937,0.003356,0.040510,0.008802,0.009540,0.010969,0.020115,0.011017,0.024879,0.127042,0.034430,0.795829,0.129820,0.047536,0.661732,0.020641,0.235614,4.437603,1.367940,1.141867,0.636737,0.475627,0.475834,0.480808,0.557791,0.393393,0.410862,0.459387,0.377963,0.399733,0.049354,0.013519,0.016439,0.010787,0.009327,0.003970,0.087520,0.019272,0.014150,0.016005,0.037345,0.017618,0.023472,Happy
0.105090,0.010509,2.733644,0.201135,0.207188,0.709380,0.025439,0.159917,-29.729799,2.189962,0.180469,-0.093783,-0.586103,-0.492565,-0.088922,-0.172544,-0.287784,0.036548,-0.097540,-0.036420,-0.105376,0.020056,0.004577,0.039672,0.055364,0.014810,0.011044,0.020188,0.002555,0.009273,0.011728,0.022998,0.011708,0.030598,0.094414,0.015626,0.433228,0.072509,0.024356,0.541641,0.009867,0.151216,2.682972,0.871389,0.551952,0.491758,0.317907,0.275111,0.279140,0.374634,0.325849,0.286000,0.338969,0.254618,0.176546,0.012323,0.008298,0.021907,0.021695,0.010729,0.019750,0.031797,0.005921,0.012742,0.015656,0.031823,0.018914,0.011769,Happy
0.137547,0.021415,2.795574,0.221482,0.215478,0.780524,0.025422,0.190708,-27.506490,1.460251,-0.529295,-0.241460,-0.451502,-0.325770,-0.139427,-0.348894,-0.236855,-0.089427,-0.026794,0.252380,0.015027,0.008793,0.005829,0.012259,0.014500,0.017927,0.029891,0.044159,0.007666,0.018037,0.010400,0.013444,0.005743,0.026967,0.121117,0.033397,0.506030,0.085647,0.058432,0.629621,0.015694,0.204151,3.277492,1.362052,1.090372,0.825575,0.378211,0.589899,0.468250,0.497282,0.548619,0.450208,0.404004,0.496481,0.337393,0.013698,0.011252,0.019535,0.025192,0.026933,0.037546,0.067930,0.013607,0.034643,0.022696,0.023546,0.008857,0.017151,Happy
0.174625,0.014942,2.813411,0.261141,0.224527,0.914498,0.029865,0.239063,-28.122536,1.624054,-0.127064,-0.551756,-0.306798,-0.520450,-0.309741,-0.339912,-0.109549,0.114826,0.201598,0.240145,-0.078987,0.009607,0.009457,0.009781,0.014865,0.013667,0.025386,0.039038,0.005804,0.020735,0.013609,0.019010,0.006306,0.029571,0.187578,0.022704,0.576211,0.153611,0.041660,0.799816,0.019964,0.286501,3.622641,1.311523,0.999858,0.606506,0.466014,0.390536,0.348084,0.441447,0.550870,0.319026,0.431060,0.400046,0.251380,0.017658,0.022348,0.014900,0.032784,0.024334,0.053939,0.073143,0.014858,0.026885,0.020185,0.032854,0.009480,0.020536,Happy
0.151850,0.027031,2.831693,0.257399,0.226375,0.859254,0.030206,0.239250,-27.057689,1.815852,0.169117,-0.512866,-0.435146,-0.184538,-0.164132,0.075996,-0.095127,0.111178,-0.062675,0.071187,-0.097173,0.032053,0.008284,0.014193,0.007579,0.013047,0.016113,0.031926,0.003759,0.011974,0.016340,0.032125,0.011779,0.030382,0.148427,0.036256,0.519370,0.140174,0.042337,0.882344,0.025068,0.276258,3.293137,1.305434,0.683659,0.553996,0.302133,0.354634,0.435434,0.462214,0.345288,0.382085,0.388230,0.310485,0.285408,0.052089,0.016471,0.015613,0.010542,0.021359,0.028267,0.059006,0.006537,0.017961,0.030726,0.039452,0.025474,0.018882,Happy
0.113290,0.012821,2.848995,0.220128,0.224390,0.770595,0.024613,0.169875,-27.904928,1.971427,-0.070613,0.029836,-0.143578,-0.147720,0.067451,-0.109035,-0.023790,-0.026167,-0.138040,0.017295,-0.319064,0.039094,0.004906,0.027644,0.013805,0.014529,0.011041,0.044185,0.005181,0.006087,0.013992,0.036861,0.009471,0.033264,0.109668,0.018350,0.519807,0.100671,0.041074,0.634542,0.018862,0.193227,3.746006,1.141858,0.740497,0.563753,0.467083,0.381560,0.367996,0.391231,0.316426,0.367124,0.386917,0.352590,0.315707,0.056546,0.008695,0.027516,0.021121,0.022322,0.021505,0.060799,0.011110,0.010853,0.015970,0.042243,0.018257,0.017157,Happy
0.125991,0.010320,2.832702,0.246211,0.228757,1.003399,0.025048,0.222455,-27.754698,1.458734,-0.409501,-0.200956,-0.458027,-0.384533,-0.226564,-0.322529,0.029998,0.063556,0.192837,0.069333,-0.062077,0.015930,0.006862,0.017085,0.010659,0.009584,0.012792,0.040715,0.004760,0.021348,0.012777,0.018899,0.008892,0.025578,0.099497,0.011936,0.493505,0.096574,0.045476,0.707390,0.020863,0.222022,3.649768,1.015419,0.864388,0.640296,0.479883,0.418236,0.400540,0.437331,0.532203,0.426631,0.479931,0.409430,0.292320,0.023663,0.012097,0.019412,0.015770,0.012616,0.018597,0.059516,0.008272,0.026576,0.021581,0.025024,0.017072,0.015777,Happy
0.119375,0.012962,2.849849,0.227315,0.217316,0.833947,0.025245,0.212135,-27.114416,1.776775,0.044920,-0.510315,-0.392120,-0.298606,-0.145680,-0.123379,-0.182915,-0.162554,-0.176654,-0.030380,-0.058497,0.033603,0.007503,0.023048,0.026040,0.018493,0.018020,0.035430,0.006381,0.012184,0.007818,0.019392,0.012462,0.031562,0.106600,0.014326,0.421527,0.101720,0.043523,0.715758,0.016743,0.229477,3.355951,1.241659,0.888267,0.604445,0.411780,0.484447,0.425653,0.458758,0.453149,0.460554,0.459885,0.380321,0.337359,0.051653,0.014116,0.027304,0.041318,0.024878,0.031005,0.054428,0.012662,0.021477,0.012581,0.030328,0.025575,0.015042,Happy
0.092863,0.024869,2.813991,0.209181,0.220329,0.648668,0.032425,0.171601,-26.212604,2.151152,0.167226,-0.309490,-0.246285,-0.187607,-0.083743,-0.193127,-0.291316,-0.256788,-0.167559,0.049469,0.009141,0.029189,0.003751,0.033241,0.018220,0.028743,0.026721,0.050503,0.004336,0.009708,0.014807,0.017716,0.005641,0.038393,0.108453,0.022675,0.637254,0.104226,0.039632,0.699371,0.030101,0.221044,3.353757,1.062365,0.784839,0.676363,0.353208,0.389988,0.298336,0.392844,0.346653,0.398419,0.464175,0.422605,0.437879,0.056117,0.005278,0.047077,0.035002,0.051386,0.048529,0.088207,0.008726,0.018016,0.023367,0.018775,0.010212,0.023702,Happy
0.080691,0.011382,2.931993,0.193921,0.223223,0.564961,0.025588,0.122389,-28.427399,2.161111,0.058249,-0.067464,-0.195246,-0.274717,-0.213538,-0.202298,-0.043324,0.153564,0.200006,0.065714,-0.162254,0.014808,0.001240,0.014503,0.004796,0.008969,0.007167,0.028508,0.002863,0.017251,0.054891,0.042236,0.003058,0.031118,0.060945,0.013849,0.289675,0.064751,0.033830,0.443617,0.020507,0.118694,2.810636,0.836561,0.785901,0.376158,0.364096,0.326829,0.321684,0.315669,0.331757,0.300404,0.382586,0.264165,0.216433,0.020650,0.001654,0.028350,0.007586,0.020017,0.011467,0.036601,0.006154,0.024744,0.045899,0.040985,0.004534,0.014265,Happy
0.109201,0.019932,2.703979,0.228504,0.209306,0.920396,0.022716,0.209577,-27.440809,1.514767,0.008340,-0.191567,-0.271264,-0.317540,-0.145824,-0.262347,-0.248976,-0.030229,-0.014473,0.192460,-0.057148,0.014685,0.003503,0.015928,0.014533,0.015308,0.018047,0.026503,0.003956,0.014418,0.023292,0.030137,0.003500,0.025374,0.091603,0.021880,0.759865,0.086592,0.045049,0.605946,0.022855,0.165141,4.530385,1.391218,1.125285,0.768506,0.395239,0.402828,0.378918,0.406427,0.384170,0.473558,0.436913,0.455464,0.285902,0.030404,0.004287,0.024245,0.025974,0.030266,0.032533,0.027269,0.007587,0.018279,0.035175,0.040928,0.005796,0.014255,Happy
0.156602,0.009443,2.634884,0.268950,0.215905,1.150606,0.019760,0.257219,-29.410153,1.187343,-0.112239,-0.327873,-0.341338,-0.246830,-0.153987,-0.094671,-0.150073,-0.057615,0.094033,0.173820,0.124903,0.004618,0.004455,0.016223,0.014011,0.012483,0.013388,0.055997,0.003809,0.017660,0.011543,0.020921,0.005521,0.025433,0.156674,0.012852,0.499184,0.137805,0.029527,0.793270,0.015094,0.245871,3.978745,1.311155,0.876631,0.566764,0.435307,0.430929,0.341517,0.366368,0.332362,0.351441,0.384702,0.353949,0.270649,0.005714,0.008724,0.014750,0.025504,0.016480,0.018688,0.061959,0.006439,0.022440,0.017967,0.025472,0.012268,0.019521,Happy
0.141020,0.006765,2.645903,0.267051,0.228227,1.026981,0.026140,0.241375,-31.374575,1.320451,-0.022696,-0.205882,-0.117696,-0.103864,-0.138875,-0.101545,-0.221884,-0.178611,-0.056038,0.124570,0.010649,0.006518,0.006106,0.027225,0.013784,0.012358,0.017100,0.069910,0.002951,0.011803,0.004806,0.029899,0.002177,0.032420,0.137372,0.012157,0.547579,0.108385,0.032124,0.609597,0.016959,0.203200,3.623926,1.008297,0.814585,0.478520,0.405881,0.391302,0.266544,0.389522,0.323019,0.320987,0.401926,0.360291,0.315009,0.009178,0.010464,0.030853,0.024381,0.015575,0.030511,0.068122,0.006282,0.020046,0.005586,0.035638,0.002934,0.019020,Happy
0.096016,0.006371,2.683218,0.217143,0.230542,0.617557,0.021172,0.159208,-32.640617,1.718913,-0.141216,0.031185,-0.214230,-0.216312,0.028979,-0.082949,0.166921,-0.029950,-0.216528,0.027684,0.036638,0.012039,0.004373,0.016669,0.014559,0.006358,0.004538,0.031741,0.000600,0.005785,0.018814,0.070914,0.008947,0.030532,0.108942,0.009746,0.438120,0.085089,0.038283,0.448847,0.020407,0.185956,2.494228,0.905409,0.666250,0.304742,0.375199,0.338260,0.360957,0.196016,0.296250,0.289684,0.250085,0.271830,0.238627,0.018119,0.008212,0.017464,0.029420,0.007616,0.005427,0.017796,0.000703,0.011892,0.028027,0.026027,0.021703,0.010349,Happy
0.162866,0.005951,2.805346,0.274442,0.216696,0.971373,0.026542,0.279992,-29.698073,1.641233,0.472690,-0.327867,-0.368875,-0.117658,-0.152136,-0.069770,-0.249564,-0.181113,-0.050537,0.063750,-0.099458,0.020927,0.006313,0.020322,0.010305,0.012985,0.022727,0.023210,0.001714,0.013619,0.013467,0.029841,0.005317,0.025667,0.184514,0.008609,0.540525,0.158958,0.040431,0.818655,0.034727,0.288953,3.700220,1.273868,0.589456,0.531959,0.471238,0.361312,0.363485,0.310657,0.354202,0.333739,0.452533,0.403959,0.406113,0.033526,0.010681,0.026817,0.013632,0.019321,0.036545,0.032218,0.004054,0.024049,0.020940,0.037229,0.009824,0.015334,Happy
0.159282,0.007411,2.702955,0.265148,0.207200,1.044725,0.021909,0.284708,-29.562122,1.492186,0.339712,-0.516704,-0.595080,-0.207181,-0.262558,-0.006751,-0.121017,-0.144763,-0.098440,0.014284,0.019984,0.019728,0.010750,0.029118,0.011931,0.016346,0.017048,0.030146,0.002271,0.007518,0.011269,0.026251,0.008976,0.027607,0.165173,0.011079,0.520133,0.152393,0.043464,0.764248,0.014750,0.265905,4.101274,1.427695,0.550311,0.662436,0.503553,0.252898,0.401649,0.415029,0.539577,0.388693,0.493702,0.359641,0.373066,0.031900,0.019178,0.041082,0.018583,0.025570,0.026760,0.049126,0.006679,0.014236,0.019871,0.039847,0.013666,0.014978,Happy
0.161003,0.009217,2.729545,0.281011,0.223689,1.281635,0.018515,0.304000,-27.846392,1.078792,-0.403337,-0.186803,-0.461533,-0.423665,-0.145293,-0.154904,0.034910,-0.063566,-0.021377,-0.030416,-0.048062,0.015333,0.010963,0.018258,0.009511,0.013121,0.016216,0.022811,0.002609,0.008683,0.009347,0.020128,0.014098,0.020952,0.143078,0.013388,0.523933,0.139878,0.046149,0.736283,0.012912,0.275917,4.202265,1.204227,0.993292,0.757132,0.483714,0.529620,0.393800,0.547841,0.448344,0.465803,0.436157,0.336217,0.428474,0.021633,0.016834,0.020374,0.015712,0.023541,0.028253,0.041849,0.003727,0.015875,0.012072,0.025278,0.020852,0.015158,Happy
0.118273,0.004994,2.671242,0.241046,0.218564,0.983974,0.020359,0.225333,-29.141174,1.631230,0.328339,-0.506348,-0.457097,-0.229921,-0.013801,0.004097,-0.191685,-0.196259,-0.304069,-0.051974,-0.197575,0.029904,0.010001,0.026108,0.022129,0.016483,0.006566,0.019977,0.001802,0.010312,0.012223,0.025099,0.010108,0.023698,0.106397,0.009751,0.533172,0.091969,0.037720,0.613361,0.015008,0.184888,3.661607,0.996208,0.690899,0.657527,0.447609,0.377427,0.309399,0.410614,0.284028,0.360118,0.319636,0.346474,0.328480,0.039726,0.014664,0.024346,0.031742,0.020059,0.007316,0.041275,0.003000,0.019966,0.016750,0.028534,0.010962,0.013506,Happy
0.165071,0.007107,2.774258,0.260873,0.210807,1.273948,0.013381,0.269813,-28.788919,0.890079,-0.187103,0.095825,-0.254980,0.020838,0.200186,-0.092420,-0.059736,0.161195,-0.239790,0.130540,-0.152941,0.012902,0.003648,0.018201,0.007063,0.014236,0.010668,0.039898,0.005727,0.007727,0.014572,0.028341,0.006326,0.020638,0.137467,0.008574,0.478218,0.107864,0.030136,0.735534,0.009886,0.211661,4.768503,1.396348,1.044532,0.580515,0.480128,0.393634,0.346561,0.325964,0.350134,0.315231,0.326865,0.286353,0.328643,0.017363,0.006540,0.023646,0.010799,0.024907,0.014153,0.065532,0.007439,0.011747,0.019773,0.029835,0.007489,0.018063,Happy
0.134116,0.014563,2.916886,0.254133,0.228187,1.018895,0.015925,0.235771,-27.095950,1.273736,0.140471,0.118757,-0.229456,-0.047564,-0.209982,-0.145234,-0.316277,0.006316,-0.190631,0.291785,-0.141455,0.009253,0.003853,0.033887,0.016701,0.018153,0.035434,0.036293,0.007218,0.005343,0.009160,0.037941,0.004550,0.033155,0.122296,0.017303,0.323611,0.101531,0.046031,0.650362,0.008585,0.222283,4.282607,1.069808,1.131139,0.542566,0.588815,0.380216,0.359716,0.502960,0.309477,0.474839,0.344410,0.386451,0.249187,0.012983,0.005254,0.044083,0.033137,0.028145,0.066113,0.062808,0.017544,0.005428,0.016385,0.052752,0.006468,0.022564,Happy
0.154894,0.010883,2.726331,0.272819,0.218196,1.159687,0.017511,0.292022,-27.656631,1.462953,0.221815,-0.214155,-0.568172,-0.112348,-0.037135,-0.179799,-0.224437,-0.033842,-0.305888,0.098041,-0.150629,0.015702,0.005915,0.020060,0.030039,0.028833,0.016140,0.033760,0.005557,0.008315,0.008432,0.016355,0.005703,0.026217,0.162570,0.015575,0.550346,0.144434,0.032565,0.808678,0.014358,0.263775,3.448897,1.177490,1.138923,0.427145,0.525073,0.381038,0.436287,0.308242,0.412712,0.365159,0.410757,0.275169,0.278200,0.024140,0.009741,0.022773,0.040810,0.044716,0.025089,0.048289,0.011413,0.012118,0.011703,0.021917,0.011813,0.020206,Happy
0.165643,0.016222,2.759459,0.281140,0.228453,1.132103,0.020662,0.274954,-27.684846,1.142885,0.263908,-0.203799,-0.461431,-0.068331,-0.059352,-0.124947,-0.453258,-0.182150,-0.347273,0.276831,0.015587,0.010538,0.003103,0.025611,0.013509,0.019399,0.019766,0.029251,0.001877,0.010123,0.008901,0.031415,0.002424,0.026087,0.176747,0.025310,0.613590,0.135573,0.041903,0.708129,0.016590,0.260360,4.672773,1.155915,1.150910,0.475027,0.482117,0.472635,0.477475,0.415306,0.423538,0.364714,0.424528,0.396453,0.385674,0.017944,0.005269,0.040808,0.017056,0.029351,0.030637,0.038295,0.003054,0.019262,0.015122,0.057558,0.003170,0.016253,Happy
0.142261,0.006973,2.834733,0.266847,0.236641,1.013263,0.017328,0.255458,-27.997329,1.578377,0.405018,-0.054639,-0.393888,-0.215738,-0.125941,-0.080007,-0.245436,0.054580,-0.249282,0.124926,-0.089253,0.017294,0.002932,0.033853,0.015035,0.027118,0.020176,0.032459,0.003202,0.008146,0.012743,0.028444,0.006491,0.028847,0.132898,0.009720,0.516680,0.125833,0.043157,0.704624,0.011571,0.256505,3.722048,1.256295,1.084828,0.459143,0.506073,0.447518,0.378191,0.371001,0.465908,0.434921,0.456053,0.342838,0.353402,0.035288,0.003041,0.045899,0.023632,0.035062,0.036085,0.052853,0.007878,0.010954,0.017817,0.042517,0.010062,0.017278,Happy
0.130369,0.005260,2.758187,0.249654,0.222902,1.070101,0.015340,0.252718,-29.197401,1.516855,0.643343,-0.092953,-0.343299,-0.001534,-0.094641,0.036935,-0.133593,0.000321,-0.206333,0.136656,-0.155396,0.015704,0.003367,0.040848,0.015529,0.015520,0.014962,0.046215,0.000860,0.006862,0.016383,0.038944,0.006511,0.031472,0.107214,0.007414,0.442091,0.088693,0.031615,0.662807,0.010936,0.206370,4.096272,0.899054,1.016261,0.527663,0.464345,0.345531,0.347567,0.307780,0.332784,0.282432,0.295137,0.314744,0.274991,0.028277,0.006315,0.044836,0.024407,0.020385,0.028147,0.066007,0.000819,0.012850,0.020300,0.038081,0.008915,0.018962,Happy
0.151544,0.007592,2.604516,0.305421,0.216344,1.598482,0.012102,0.325917,-29.126257,-0.006061,-0.141798,-0.543248,-0.494963,-0.222483,-0.242303,0.163382,-0.147589,0.310306,0.023792,-0.089958,-0.005131,0.016481,0.004644,0.005877,0.008898,0.005445,0.003371,0.011554,0.002140,0.010065,0.008548,0.036819,0.010137,0.018917,0.092817,0.009556,0.296137,0.075022,0.022471,0.446168,0.007168,0.148414,2.260419,0.903484,0.635955,0.610391,0.280223,0.374805,0.299020,0.333727,0.310907,0.251324,0.314406,0.303528,0.219445,0.029738,0.007113,0.007064,0.009920,0.005039,0.003395,0.011778,0.003227,0.019275,0.016789,0.027330,0.018571,0.011283,Happy
0.186546,0.014857,2.906572,0.298114,0.221440,1.419112,0.017591,0.354313,-28.600208,0.217493,-0.152775,-0.275277,-0.246856,-0.425236,-0.454475,-0.058600,0.056759,0.141898,0.016137,0.031623,-0.177058,0.006918,0.003570,0.008105,0.013526,0.005515,0.009830,0.012970,0.002108,0.010193,0.023910,0.020012,0.013622,0.018986,0.124055,0.019344,0.392914,0.087232,0.039986,0.732116,0.012786,0.209796,3.793861,1.620138,0.936342,0.785040,0.406216,0.478744,0.500613,0.520193,0.367252,0.436510,0.462420,0.353737,0.334561,0.011750,0.006053,0.014487,0.036416,0.006935,0.018770,0.020920,0.004432,0.015156,0.032620,0.036828,0.022256,0.015318,Happy
0.222924,0.007376,2.795296,0.321805,0.217689,1.588273,0.013736,0.380740,-28.702381,0.409103,0.175099,-0.699195,-0.365902,-0.255037,-0.393983,-0.075164,-0.169829,-0.080030,0.111797,0.093294,0.013786,0.010587,0.004684,0.011516,0.014584,0.011406,0.009906,0.012296,0.004249,0.011331,0.012090,0.018522,0.007127,0.016988,0.149339,0.010920,0.467726,0.121588,0.035663,0.753244,0.009228,0.245280,3.429678,1.425825,0.867804,0.568768,0.465588,0.345922,0.365613,0.390383,0.489978,0.443322,0.456419,0.415995,0.298979,0.016050,0.008585,0.015904,0.025269,0.016004,0.015297,0.016816,0.009260,0.019778,0.019505,0.025551,0.012744,0.011581,Happy
0.179364,0.010228,2.914066,0.289879,0.222436,1.362499,0.016226,0.337554,-28.433677,0.740186,0.124690,-0.568676,-0.346855,-0.142927,-0.148980,-0.101407,0.160039,-0.000534,-0.085322,0.063134,-0.174804,0.008688,0.005436,0.009333,0.007765,0.009344,0.010281,0.020810,0.003668,0.011351,0.034312,0.014931,0.014160,0.022174,0.128951,0.016453,0.462516,0.096886,0.034390,0.802606,0.012409,0.226567,3.892607,1.475758,0.903390,0.588619,0.399218,0.368343,0.367934,0.397161,0.521615,0.414943,0.410312,0.353821,0.327088,0.012244,0.009029,0.018672,0.012863,0.016527,0.025863,0.028825,0.008804,0.023385,0.034691,0.018279,0.028518,0.014801,Happy
0.174698,0.004592,2.930646,0.280521,0.220400,1.240035,0.027898,0.296812,-30.587447,0.677594,0.226019,-0.645110,-0.435580,-0.277030,-0.113690,0.046691,0.167837,0.001035,-0.125764,0.036613,-0.189471,0.021418,0.008198,0.023324,0.010674,0.008531,0.008693,0.010034,0.001929,0.008922,0.012745,0.038185,0.007528,0.027351,0.118718,0.006744,0.463277,0.095495,0.035431,0.681331,0.027655,0.198084,3.744183,1.374034,0.675298,0.695178,0.433771,0.392185,0.476586,0.501836,0.505064,0.518075,0.507658,0.287860,0.295071,0.041010,0.015468,0.046816,0.020420,0.022354,0.023301,0.015256,0.003195,0.018276,0.019159,0.035991,0.011192,0.015311,Happy
0.197080,0.002260,2.809672,0.303842,0.219784,1.468333,0.016401,0.351972,-30.293978,0.654868,0.292473,-0.745754,-0.436867,-0.159622,-0.324775,0.131667,0.096452,0.166523,-0.051636,-0.034810,-0.099690,0.013608,0.006708,0.009437,0.009688,0.010682,0.003861,0.014792,0.001173,0.006848,0.019789,0.030975,0.021776,0.022623,0.141740,0.003746,0.512884,0.116619,0.026850,0.820912,0.015188,0.246231,3.725117,1.271276,0.563682,0.637291,0.490496,0.377910,0.500419,0.484238,0.439030,0.420398,0.419350,0.387843,0.308576,0.018106,0.012362,0.012982,0.020722,0.024938,0.005550,0.031503,0.001193,0.015038,0.033140,0.041294,0.036822,0.014468,Happy
